playerId,fullName,menuName,nationality,birthDate,height,weight,handCode,positionCode,number,teamId
8479328,Julien Gauthier,Julien Gauthier,CAN,1997-10-15,76,230,R,R,26,2
8477945,Julius Honka,Julius Honka,FIN,1995-12-03,71,180,R,D,6,25
8483515,Juraj Slafkovský,Juraj Slafkovský,SVK,2004-03-30,75,225,L,L,20,8
8469638,Jussi Jokinen,Jussi Jokinen,FIN,1983-04-01,72,191,L,L,36,23
8475680,Jussi Rynnas,Jussi Rynnas,FIN,1987-05-22,77,210,L,G,40,25
8471716,Justin Abdelkader,Justin Abdelkader,USA,1987-02-25,74,213,L,L,8,17
8477428,Justin Auger,Justin Auger,CAN,1994-05-14,78,232,R,R,79,26
8477473,Justin Bailey,Justin Bailey,USA,1995-07-01,76,214,R,R,NA,24
8482111,Justin Barron,Justin Barron,CAN,2001-11-15,74,198,R,D,20,18
8474027,Justin Braun,Justin Braun,USA,1987-02-10,74,205,R,D,61,4
8479638,Justin Brazeau,Justin Brazeau,CAN,1998-02-02,78,232,R,R,16,5
8479941,Justin Danforth,Justin Danforth,CAN,1993-03-15,68,193,R,R,15,7
8475413,Justin Dowling,Justin Dowling,CAN,1990-10-01,71,178,L,C,37,3
8473992,Justin Falk,Justin Falk,CAN,1988-10-11,77,223,L,D,42,9
8475753,Justin Faulk,Justin Faulk,USA,1992-03-20,72,208,R,D,72,19
8475845,Justin Florek,Justin Florek,USA,1990-05-18,76,205,L,L,46,2
8476235,Justin Fontaine,Justin Fontaine,CAN,1987-11-06,70,174,R,R,14,22
8474793,Justin Hodgman,Justin Hodgman,CAN,1988-06-27,73,203,R,C,37,19
8475718,Justin Holl,Justin Holl,USA,1992-01-30,76,194,R,D,3,17
8484829,Justin Hryckowian,Justin Hryckowian,CAN,2001-02-23,71,198,L,C,49,25
8476086,Justin Johnson,Justin Johnson,USA,1981-05-05,73,220,R,R,49,2
8477993,Justin Kirkland,Justin Kirkland,CAN,1996-08-02,75,183,L,C,23,20
8480082,Justin Kloos,Justin Kloos,USA,1993-11-30,70,175,R,C,81,24
8471251,Justin Peters,Justin Peters,CAN,1986-08-30,73,210,L,G,40,25
8482179,Justin Richards,Justin Richards,USA,1998-03-17,71,190,R,C,36,7
8482785,Justin Robidas,Justin Robidas,USA,2003-03-13,68,176,R,C,46,12
8474602,Justin Schultz,Justin Schultz,CAN,1990-07-06,74,190,R,D,4,55
8475826,Justin Shugg,Justin Shugg,CAN,1991-12-24,71,185,R,R,52,12
8482088,Justin Sourdif,Justin Sourdif,CAN,2002-03-24,72,195,R,R,34,15
8468508,Justin Williams,Justin Williams,CAN,1981-10-04,73,184,R,R,14,12
8481020,Justus Annunen,Justus Annunen,FIN,2000-03-11,76,210,L,G,29,18
8477424,Juuse Saros,Juuse Saros,FIN,1995-04-19,71,180,L,G,74,18
8481704,Juuso Parssinen,Juuso Parssinen,FIN,2001-02-01,75,207,L,C,71,3
8480945,Juuso Riikola,Juuso Riikola,FIN,1993-11-09,72,189,L,D,50,5
8479976,Juuso Välimäki,Juuso Välimäki,FIN,1998-10-06,74,201,L,D,4,12
8476279,Jyrki Jokipakka,Jyrki Jokipakka,FIN,1991-08-20,75,215,L,D,23,9
8480817,K'Andre Miller,K'Andre Miller,USA,2000-01-21,77,210,L,D,19,12
8478039,Kaapo Kahkonen,Kaapo Kahkonen,FIN,1996-08-16,74,217,L,G,34,8
8481554,Kaapo Kakko,Kaapo Kakko,FIN,2001-02-13,73,215,L,R,84,55
8480363,Kaden Fulcher,Kaden Fulcher,CAN,1998-09-23,75,210,L,G,36,17
8481527,Kaedan Korczak,Kaedan Korczak,CAN,2001-01-29,75,206,R,D,6,54
8476147,Kael Mouillierat,Kael Mouillierat,CAN,1987-12-09,72,188,L,L,22,5
8485251,Kai Uchacz,Kai Uchacz,CAN,2003-06-24,74,206,R,C,77,54
8482087,Kaiden Guhle,Kaiden Guhle,CAN,2002-01-18,75,202,L,D,21,8
8479977,Kailer Yamamoto,Kailer Yamamoto,USA,1998-09-29,69,178,R,R,56,68
8479348,Kale Clague,Kale Clague,CAN,1998-06-05,72,190,L,D,56,52
8479290,Kalle Kossila,Kalle Kossila,FIN,1993-04-14,71,182,L,C,48,10
8478872,Karel Vejmelka,Karel Vejmelka,CZE,1996-05-25,76,221,R,G,70,68
8470140,Kari Lehtonen,Kari Lehtonen,FIN,1983-11-16,76,209,L,G,32,25
8473991,Karl Alzner,Karl Alzner,CAN,1988-09-24,75,213,L,D,27,8
8476798,Karl Stollery,Karl Stollery,CAN,1987-11-21,71,180,L,D,46,1
8471403,Karri Ramo,Karri Ramo,FIN,1986-07-01,74,206,L,G,31,20
8485483,Karsen Dorwart,Karsen Dorwart,USA,2002-09-17,73,194,L,L,23,4
8480901,Karson Kuhlman,Karson Kuhlman,USA,1995-09-26,71,184,R,C,46,2
8479288,Kasimir Kaskisuo,Kasimir Kaskisuo,FIN,1993-10-02,75,203,L,G,73,18
8473484,Kaspars Daugavins,Kaspars Daugavins,LVA,1988-05-18,72,213,L,L,16,6
8479512,Kasper Bjorkqvist,Kasper Bjorkqvist,FIN,1997-07-10,73,198,L,R,20,5
8477953,Kasperi Kapanen,Kasperi Kapanen,FIN,1996-07-23,73,194,R,R,42,22
8474184,Keaton Ellerby,Keaton Ellerby,CAN,1988-11-05,77,220,L,D,7,52
8479387,Keaton Middleton,Keaton Middleton,CAN,1998-02-10,78,240,L,D,67,21
8478434,Keegan Kolesar,Keegan Kolesar,CAN,1997-04-08,74,216,R,R,55,54
8476397,Keegan Lowe,Keegan Lowe,USA,1993-03-29,74,191,L,D,47,22
8469779,Keith Aucoin,Keith Aucoin,USA,1978-11-06,68,171,L,C,15,19
8474048,Keith Aulie,Keith Aulie,CAN,1989-06-11,78,222,L,D,22,22
8470054,Keith Ballard,Keith Ballard,USA,1982-11-26,71,204,L,D,2,30
8476234,Keith Kinkaid,Keith Kinkaid,USA,1989-07-04,74,195,L,G,1,1
8471735,Keith Yandle,Keith Yandle,USA,1986-09-09,73,192,L,D,3,4
8477201,Kellan Lain,Kellan Lain,CAN,1989-08-11,78,210,L,L,NA,22
8471694,Kenndal McArdle,Kenndal McArdle,CAN,1987-01-04,71,190,L,L,23,52
8478965,Kenneth Appleby,Kenneth Appleby,CAN,1995-04-10,77,216,L,G,50,2
8475844,Kenny Agostino,Kenny Agostino,USA,1992-04-30,72,204,L,L,18,10
8467478,Kent Huskins,Kent Huskins,CAN,1979-05-04,76,210,L,D,23,4
8482660,Kent Johnson,Kent Johnson,CAN,2002-10-18,72,170,L,C,91,29
8475720,Kent Simpson,Kent Simpson,CAN,1992-03-26,74,209,L,G,40,2
8477510,Kerby Rychel,Kerby Rychel,USA,1994-10-07,73,213,L,L,39,20
8476191,Kevan Miller,Kevan Miller,USA,1987-11-15,74,210,R,D,86,6
8480860,Kevin Bahl,Kevin Bahl,CAN,2000-06-27,78,230,L,D,7,20
8469598,Kevin Bieksa,Kevin Bieksa,CAN,1981-06-16,73,197,R,D,3,24
8479294,Kevin Boyle,Kevin Boyle,USA,1992-05-30,72,201,L,G,34,17
8475246,Kevin Connauton,Kevin Connauton,CAN,1990-02-23,74,205,L,D,44,68
8477814,Kevin Czuczman,Kevin Czuczman,CAN,1991-01-09,75,195,L,D,42,30
8477942,Kevin Fiala,Kevin Fiala,CHE,1996-07-22,72,205,L,L,22,26
8475857,Kevin Gravel,Kevin Gravel,USA,1992-03-06,76,205,L,D,5,18
8475763,Kevin Hayes,Kevin Hayes,USA,1992-05-08,75,217,L,R,13,5
8471912,Kevin Henderson,Kevin Henderson,CAN,1986-12-03,75,210,L,L,46,18
8470630,Kevin Klein,Kevin Klein,CAN,1984-12-13,73,206,R,D,8,3
8483466,Kevin Korchinski,Kevin Korchinski,CAN,2004-06-21,73,185,L,D,14,16
8478099,Kevin Labanc,Kevin Labanc,USA,1995-12-12,71,185,R,R,62,29
8480947,Kevin Lankinen,Kevin Lankinen,FIN,1995-04-28,74,190,L,G,32,23
8480867,Kevin Mandolese,Kevin Mandolese,CAN,2000-08-22,76,180,L,G,31,21
8474163,Kevin Marshall,Kevin Marshall,CAN,1989-03-10,73,191,L,D,60,10
8471331,Kevin Porter,Kevin Porter,USA,1986-03-12,72,190,L,C,12,7
8474690,Kevin Poulin,Kevin Poulin,CAN,1990-04-12,74,206,L,G,35,26
8479291,Kevin Rooney,Kevin Rooney,USA,1993-05-21,74,190,L,C,25,68
8476971,Kevin Roy,Kevin Roy,CAN,1993-05-20,69,172,L,C,26,5
8474031,Kevin Shattenkirk,Kevin Shattenkirk,USA,1989-01-29,72,203,R,D,12,6
8478831,Kevin Stenlund,Kevin Stenlund,SWE,1996-09-20,75,213,R,C,82,68
8473908,Kevin Westgarth,Kevin Westgarth,CAN,1984-02-07,76,234,R,R,15,20
8480748,Kiefer Sherwood,Kiefer Sherwood,USA,1995-03-31,72,194,R,L,44,28
8479356,Kieffer Bellows,Kieffer Bellows,USA,1998-06-10,73,195,L,L,26,18
8459670,Kimmo Timonen,Kimmo Timonen,FIN,1975-03-18,70,194,L,D,44,16
8481523,Kirby Dach,Kirby Dach,CAN,2001-01-21,76,221,R,C,77,8
8478864,Kirill Kaprizov,Kirill Kaprizov,RUS,1997-04-26,70,202,L,L,97,30
8483467,Kirill Kudryavtsev,Kirill Kudryavtsev,RUS,2004-02-05,71,200,L,D,59,23
8480893,Kirill Marchenko,Kirill Marchenko,RUS,2000-07-21,75,201,R,R,86,29
8482815,Kirill Semyonov,Kirill Semyonov,RUS,1994-10-27,72,171,L,C,94,10
8476403,Klas Dahlbeck,Klas Dahlbeck,SWE,1991-07-06,75,207,L,D,6,12
8480011,Klim Kostin,Klim Kostin,RUS,1999-05-05,76,232,L,C,10,28
8479986,Kole Lind,Kole Lind,CAN,1998-10-16,74,190,R,R,17,25
8478949,Kole Sherwood,Kole Sherwood,USA,1997-01-22,73,212,R,R,77,18
8484797,Konsta Helenius,Konsta Helenius,FIN,2006-05-11,71,190,R,C,94,7
8473560,Korbinian Holzer,Korbinian Holzer,DEU,1988-02-16,75,213,R,D,22,18
8471846,Kris Fredheim,Kris Fredheim,CAN,1987-02-23,74,170,R,D,59,30
8471724,Kris Letang,Kris Letang,CAN,1987-04-24,72,199,R,D,58,5
8470232,Kris Newbury,Kris Newbury,CAN,1982-02-19,71,205,L,C,24,15
8471729,Kris Russell,Kris Russell,CAN,1987-05-02,70,170,L,D,6,22
8471346,Kris Versteeg,Kris Versteeg,CAN,1986-05-13,71,176,R,R,10,20
8477356,Kristers Gudlevskis,Kristers Gudlevskis,LVA,1992-07-31,75,214,L,G,NA,2
8466181,Kristian Huselius,Kristian Huselius,SWE,1978-11-10,74,184,L,L,20,29
8480443,Kristian Reichel,Kristian Reichel,CZE,1998-06-11,74,192,R,C,87,52
8480005,Kristian Vesalainen,Kristian Vesalainen,FIN,1999-06-01,75,207,L,L,93,52
8479729,Kristians Rubins,Kristians Rubins,LVA,1997-12-11,77,227,L,D,68,20
8475219,Kristopher Foucault,Kristopher Foucault,CAN,1990-12-12,73,188,L,L,72,30
8467428,Krys Barch,Krys Barch,CAN,1980-03-26,74,225,L,R,21,13
8468499,Krys Kolanos,Krys Kolanos,CAN,1981-07-27,74,195,R,C,8,20
8468520,Kurtis Foster,Kurtis Foster,CAN,1981-11-24,77,225,R,D,3,4
8476545,Kurtis Gabriel,Kurtis Gabriel,CAN,1993-04-20,78,212,R,R,79,16
8477073,Kurtis MacDermid,Kurtis MacDermid,CAN,1994-03-25,77,233,L,L,23,9
8478393,Kyle Baun,Kyle Baun,CAN,1992-05-04,74,209,R,R,NA,10
8470803,Kyle Brodziak,Kyle Brodziak,CAN,1984-05-25,74,205,R,C,28,17
8477335,Kyle Burroughs,Kyle Burroughs,CAN,1995-07-12,72,193,R,D,7,26
8478476,Kyle Capobianco,Kyle Capobianco,CAN,1997-08-13,75,194,L,D,20,25
8471231,Kyle Chipchura,Kyle Chipchura,CAN,1986-02-19,74,203,L,C,24,53
8475160,Kyle Clifford,Kyle Clifford,CAN,1991-01-13,74,218,L,L,43,10
8478398,Kyle Connor,Kyle Connor,USA,1996-12-09,73,183,L,L,81,52
8479304,Kyle Criscuolo,Kyle Criscuolo,USA,1992-05-05,69,175,R,C,45,1
8471879,Kyle Cumiskey,Kyle Cumiskey,CAN,1986-12-02,71,180,L,D,26,16
8481237,Kyle MacLean,Kyle MacLean,USA,1999-04-29,73,190,L,C,32,2
8473449,Kyle Okposo,Kyle Okposo,USA,1988-04-16,72,216,R,R,8,13
8475151,Kyle Palmieri,Kyle Palmieri,USA,1991-02-01,72,192,R,C,21,2
8470724,Kyle Quincey,Kyle Quincey,CAN,1985-08-12,74,210,L,D,27,30
8476415,Kyle Rau,Kyle Rau,USA,1992-10-24,69,171,L,C,37,30
8474068,Kyle Turris,Kyle Turris,CAN,1989-08-14,73,190,R,C,8,22
8469581,Kyle Wellwood,Kyle Wellwood,CAN,1983-05-16,70,181,R,C,13,52
8471483,Kyle Wilson,Kyle Wilson,CAN,1984-12-15,73,200,R,C,25,24
8471222,Ladislav Smid,Ladislav Smid,CZE,1986-02-01,76,210,L,D,15,20
8474642,Lance Bouma,Lance Bouma,CAN,1990-03-25,74,208,L,L,17,16
8479016,Landon Bow,Landon Bow,CAN,1995-08-24,77,220,L,G,41,25
8475157,Landon Ferraro,Landon Ferraro,CAN,1991-08-08,72,173,R,C,41,30
8482172,Landon Slaggert,Landon Slaggert,USA,2002-06-25,72,180,L,L,84,16
8483457,Lane Hutson,Lane Hutson,USA,2004-02-14,69,162,L,D,48,8
8475283,Lane MacDermid,Lane MacDermid,USA,1989-08-25,75,215,L,L,28,20
8478967,Lane Pederson,Lane Pederson,CAN,1997-08-04,73,196,R,C,25,4
8474189,Lars Eller,Lars Eller,DNK,1989-05-08,74,207,L,C,89,9
8481575,Lassi Thomson,Lassi Thomson,FIN,2000-09-24,72,195,R,D,60,9
8476316,Laurent Brossoit,Laurent Brossoit,CAN,1993-03-23,75,203,L,G,93,28
8477460,Laurent Dauphin,Laurent Dauphin,CAN,1995-03-27,72,186,L,C,26,53
8471232,Lauri Korpikoski,Lauri Korpikoski,FIN,1986-07-28,73,193,L,L,29,29
8480935,Lawrence Pilut,Lawrence Pilut,SWE,1995-12-30,71,194,L,D,20,7
8478474,Lawson Crouse,Lawson Crouse,CAN,1997-06-23,76,214,L,L,67,68
8481640,Lean Bergmann,Lean Bergmann,DEU,1998-10-04,74,205,L,C,45,28
8470740,Lee Stempniak,Lee Stempniak,USA,1983-02-04,71,195,R,R,18,6
8482447,Leevi Meriläinen,Leevi Meriläinen,FIN,2002-08-13,74,196,L,G,1,9
8473414,Leland Irving,Leland Irving,CAN,1988-04-11,72,177,L,G,37,20
8471402,Lennart Petrell,Lennart Petrell,FIN,1984-04-13,75,215,L,L,37,22
8484177,Lenni Hameenaho,Lenni Hameenaho,FIN,2004-11-07,72,173,R,R,29,1
8484153,Leo Carlsson,Leo Carlsson,SWE,2004-12-26,75,208,L,C,91,24
8473463,Leo Komarov,Leo Komarov,FIN,1987-01-23,71,205,L,R,47,2
8477934,Leon Draisaitl,Leon Draisaitl,DEU,1995-10-27,74,209,L,C,29,22
8480853,Liam Foudy,Liam Foudy,CAN,2000-02-04,73,186,L,C,43,2
8477070,Liam O'Brien,Liam O'Brien,CAN,1994-07-29,73,215,L,C,38,68
8483499,Liam Ohgren,Liam Ohgren,SWE,2004-01-28,72,187,L,L,92,23
8483425,Lian Bichsel,Lian Bichsel,CHE,2004-05-18,79,237,L,D,6,25
8480072,Lias Andersson,Lias Andersson,SWE,1998-10-13,72,185,L,C,24,8
8479333,Libor Hajek,Libor Hajek,CZE,1998-02-04,74,209,L,D,25,3
8480161,Libor Sulak,Libor Sulak,CZE,1994-03-04,74,207,L,D,47,17
8475223,Linden Vey,Linden Vey,CAN,1991-07-17,72,189,R,R,16,20
8479534,Linus Hogberg,Linus Hogberg,SWE,1998-09-04,73,176,L,D,84,4
8481024,Linus Karlsson,Linus Karlsson,SWE,1999-11-16,73,178,R,C,94,23
8474059,Linus Omark,Linus Omark,SWE,1987-02-05,70,187,L,L,17,7
8482243,Linus Sandin,Linus Sandin,SWE,1996-05-19,73,209,R,R,36,4
8476999,Linus Ullmark,Linus Ullmark,SWE,1993-07-31,76,223,L,G,35,9
8479366,Logan Brown,Logan Brown,USA,1998-03-05,79,229,L,C,92,26
8483431,Logan Cooley,Logan Cooley,USA,2004-05-04,72,191,L,C,92,68
8474053,Logan Couture,Logan Couture,CAN,1989-03-28,73,206,L,C,39,28
8482733,Logan Mailloux,Logan Mailloux,CAN,2003-04-15,75,212,R,D,23,19
8483012,Logan Morrison,Logan Morrison,CAN,2002-07-09,72,180,R,C,96,55
8481186,Logan O'Connor,Logan O'Connor,USA,1996-08-14,72,175,R,R,25,21
8476400,Logan Shaw,Logan Shaw,CAN,1992-10-05,75,208,R,R,20,9
8482702,Logan Stankoven,Logan Stankoven,CAN,2003-02-26,68,165,R,C,22,12
8479378,Logan Stanley,Logan Stanley,CAN,1998-05-26,79,231,L,D,64,52
8480313,Logan Thompson,Logan Thompson,CAN,1997-02-25,76,207,R,G,48,15
8470626,Loui Eriksson,Loui Eriksson,SWE,1985-07-17,74,179,L,L,21,53
8478011,Louis Belpedio,Louis Belpedio,USA,1996-05-14,71,197,R,D,NA,15
8481806,Louis Crevier,Louis Crevier,CAN,2001-05-04,80,228,R,D,46,16
8475839,Louis Domingue,Louis Domingue,CAN,1992-03-06,75,207,R,G,70,3
8475183,Louis Leblanc,Louis Leblanc,CAN,1991-01-26,72,188,R,C,47,2
8468598,Lubomir Visnovsky,Lubomir Visnovsky,SVK,1976-08-11,70,192,L,D,11,2
8484152,Luca Cagnoni,Luca Cagnoni,CAN,2004-12-21,69,180,L,D,42,28
8483432,Luca Del Bel Belluz,Luca Del Bel Belluz,CAN,2003-11-10,73,185,L,C,65,29
8484214,Luca Pinelli,Luca Pinelli,CAN,2005-04-05,69,176,L,C,53,29
8474579,Luca Sbisa,Luca Sbisa,CHE,1990-01-30,75,206,L,D,55,18
8479523,Lucas Carlsson,Lucas Carlsson,SWE,1997-07-05,72,190,L,D,32,28
8483549,Lucas Condotta,Lucas Condotta,CAN,1997-11-06,73,218,L,L,82,8
8479321,Lucas Johansen,Lucas Johansen,CAN,1997-11-16,74,176,L,D,46,15
8476451,Lucas Lessio,Lucas Lessio,CAN,1993-01-23,73,212,L,L,53,8
8482078,Lucas Raymond,Lucas Raymond,SWE,2002-03-28,71,186,R,L,23,17
8478027,Lucas Wallmark,Lucas Wallmark,SWE,1995-09-05,72,178,L,C,71,13
8482141,Lukas Cormier,Lukas Cormier,CAN,2002-03-27,71,184,L,D,51,54
8480843,Lukas Dostal,Lukas Dostal,CZE,2000-06-22,74,190,L,G,1,24
8480780,Lukas Radil,Lukas Radil,CZE,1990-08-05,76,205,R,C,52,28
8482117,Lukas Reichel,Lukas Reichel,DEU,2002-05-17,72,170,L,L,73,23
8481751,Lukas Rousek,Lukas Rousek,CZE,1999-04-20,71,202,L,R,13,7
8476310,Lukas Sedlak,Lukas Sedlak,CZE,1993-02-25,72,205,L,C,23,4
8478838,Lukas Vejdemo,Lukas Vejdemo,SWE,1996-01-25,73,198,L,C,42,8
8474609,Luke Adam,Luke Adam,CAN,1990-06-18,74,207,L,C,NA,3
8482146,Luke Evangelista,Luke Evangelista,CAN,2002-02-21,72,183,R,R,77,18
8473989,Luke Gazdic,Luke Gazdic,CAN,1989-07-25,76,225,L,L,17,20
8476822,Luke Glendening,Luke Glendening,USA,1989-04-28,71,190,R,C,14,1
8482684,Luke Hughes,Luke Hughes,USA,2003-09-09,74,198,L,D,43,1
8477366,Luke Johnson,Luke Johnson,USA,1994-09-19,71,174,R,C,41,52
8479316,Luke Kunin,Luke Kunin,USA,1997-12-04,72,197,R,C,71,13
8478224,Luke Philp,Luke Philp,CAN,1995-11-06,70,181,R,C,39,15
8474568,Luke Schenn,Luke Schenn,CAN,1989-11-02,74,225,R,D,5,52
8474722,Luke Witkowski,Luke Witkowski,USA,1990-04-14,74,210,R,D,28,19
8480439,Mac Hollowell,Mac Hollowell,CAN,1998-09-26,69,162,R,D,81,5
8480025,MacKenzie Entwistle,MacKenzie Entwistle,CAN,1999-07-14,75,203,R,R,44,13
8477346,MacKenzie Weegar,MacKenzie Weegar,CAN,1994-01-07,72,206,R,D,52,20
8478406,Mackenzie Blackwood,Mackenzie Blackwood,CAN,1996-12-09,76,225,L,G,39,21
8476907,Mackenzie MacEachern,Mackenzie MacEachern,USA,1994-03-09,74,193,L,L,20,23
8477084,Mackenzie Skapski,Mackenzie Skapski,CAN,1994-06-15,75,197,L,G,NA,3
8482713,Mackie Samoskevich,Mackie Samoskevich,USA,2002-11-15,71,180,R,R,11,13
8484801,Macklin Celebrini,Macklin Celebrini,CAN,2006-06-13,72,190,L,C,71,28
8477474,Madison Bowey,Madison Bowey,CAN,1995-04-22,73,207,R,D,24,8
8481544,Mads Sogaard,Mads Sogaard,DNK,2000-12-13,79,231,L,G,40,9
8480992,Magnus Chrona,Magnus Chrona,SWE,2000-08-28,78,225,L,G,30,18
8476433,Magnus Hellberg,Magnus Hellberg,SWE,1991-04-04,78,206,L,G,33,25
8475175,Magnus Paajarvi,Magnus Paajarvi,SWE,1991-04-12,75,206,L,L,56,9
8474195,Maksim Mayorov,Maksim Mayorov,RUS,1989-03-26,74,198,L,L,8,29
8480201,Maksim Sushko,Maksim Sushko,BLR,1999-02-10,72,206,L,R,64,4
8484958,Maksim Tsyplakov,Maksim Tsyplakov,RUS,1998-09-19,75,203,L,R,42,1
8483763,Maksymilian Szuber,Maksymilian Szuber,POL,2002-08-25,75,215,L,D,55,68
8476876,Malcolm Subban,Malcolm Subban,CAN,1993-12-21,74,215,L,G,32,29
8467334,Manny Malhotra,Manny Malhotra,CAN,1980-05-18,74,207,L,C,20,8
8482177,Marat Khusnutdinov,Marat Khusnutdinov,RUS,2002-07-17,71,184,L,C,92,6
8481743,Marc Del Gaizo,Marc Del Gaizo,USA,1999-10-11,71,188,L,D,37,8
8483553,Marc Gatcomb,Marc Gatcomb,USA,1999-07-22,74,200,R,C,16,2
8483401,Marc Johnstone,Marc Johnstone,USA,1996-06-19,72,179,R,R,9,5
8483397,Marc McLaughlin,Marc McLaughlin,USA,1999-07-26,72,202,R,C,21,1
8470760,Marc Methot,Marc Methot,CAN,1985-06-21,76,230,L,D,33,25
8482063,Marc Michaelis,Marc Michaelis,DEU,1995-07-31,71,187,L,L,56,23
8471686,Marc Staal,Marc Staal,CAN,1987-01-13,76,208,L,D,18,4
8469765,Marc-Andre Bergeron,Marc-Andre Bergeron,CAN,1980-10-13,69,190,L,D,47,29
8474631,Marc-Andre Bourdon,Marc-Andre Bourdon,CAN,1989-09-17,72,206,L,D,43,4
8471718,Marc-Andre Cliche,Marc-Andre Cliche,CAN,1987-03-23,72,202,R,C,24,2
8470594,Marc-Andre Fleury,Marc-Andre Fleury,CAN,1984-11-28,74,185,L,G,29,30
8471752,Marc-Andre Gragnani,Marc-Andre Gragnani,CAN,1987-03-11,75,205,L,D,38,1
8470615,Marc-Antoine Pouliot,Marc-Antoine Pouliot,CAN,1985-05-22,74,203,R,C,43,27
8471709,Marc-Edouard Vlasic,Marc-Edouard Vlasic,CAN,1987-03-30,73,205,L,D,44,28
8469473,Marcel Goc,Marcel Goc,DEU,1983-08-24,73,197,L,C,57,19
8483464,Marco Kasper,Marco Kasper,AUT,2004-04-08,73,202,L,C,92,17
8482079,Marco Rossi,Marco Rossi,AUT,2001-09-23,69,182,L,C,93,23
8474618,Marco Scandella,Marco Scandella,CAN,1990-02-23,75,212,L,D,6,19
8464979,Marco Sturm,Marco Sturm,DEU,1978-09-08,72,196,L,L,16,13
8483620,Marcus Bjork,Marcus Bjork,SWE,1997-11-24,76,211,R,D,47,29
8475220,Marcus Foligno,Marcus Foligno,CAN,1991-08-10,75,226,L,L,17,30
8477405,Marcus Hogberg,Marcus Hogberg,SWE,1994-11-25,77,232,L,G,50,2
8475149,Marcus Johansson,Marcus Johansson,SWE,1990-10-06,73,203,L,L,90,30
8475323,Marcus Kruger,Marcus Kruger,SWE,1990-05-27,72,186,L,C,16,16
8477969,Marcus Pettersson,Marcus Pettersson,SWE,1996-05-08,77,174,L,D,29,23
8475834,Marcus Sorensen,Marcus Sorensen,SWE,1992-04-07,71,175,L,L,20,28
8475949,Marek Hrivik,Marek Hrivik,SVK,1991-08-28,74,197,R,L,46,20
8476986,Marek Langhamer,Marek Langhamer,CZE,1994-07-22,74,190,L,G,30,53
8476992,Marek Mazanec,Marek Mazanec,CZE,1991-07-18,76,202,R,G,31,14
8469623,Marek Zidlicky,Marek Zidlicky,CZE,1977-02-03,71,190,R,D,28,2
8468483,Marian Gaborik,Marian Gaborik,SVK,1982-02-14,73,200,L,R,12,14
8466148,Marian Hossa,Marian Hossa,SVK,1979-01-12,73,207,L,R,81,53
8479983,Mario Ferraro,Mario Ferraro,CAN,1998-09-17,71,200,L,D,38,28
8474131,Mario Kempe,Mario Kempe,SWE,1988-09-19,72,185,L,R,21,26
8480226,Marián Studenic,Marián Studenic,SVK,1998-10-28,73,190,L,R,43,55
8475729,Mark Alt,Mark Alt,USA,1991-10-18,76,201,R,D,5,26
8476062,Mark Arcobello,Mark Arcobello,USA,1988-08-12,68,174,R,R,33,10
8474717,Mark Barberio,Mark Barberio,CAN,1990-03-23,73,200,L,D,44,21
8467335,Mark Bell,Mark Bell,CAN,1980-08-05,76,220,L,C,28,24
8474697,Mark Borowiecki,Mark Borowiecki,CAN,1989-07-12,74,204,L,D,90,18
8470005,Mark Cullen,Mark Cullen,USA,1978-10-28,71,182,L,C,36,13
8474837,Mark Cundari,Mark Cundari,CAN,1990-04-23,69,195,L,D,45,28
8467580,Mark Eaton,Mark Eaton,USA,1977-05-06,73,215,L,D,4,5
8471816,Mark Fayne,Mark Fayne,USA,1987-05-15,75,209,R,D,5,22
8471241,Mark Fistric,Mark Fistric,CAN,1986-06-01,74,225,L,D,28,24
8470780,Mark Flood,Mark Flood,CAN,1984-09-29,73,195,R,D,33,12
8471748,Mark Fraser,Mark Fraser,CAN,1986-09-29,76,220,L,D,5,22
8478017,Mark Friedman,Mark Friedman,CAN,1995-12-25,71,185,R,D,51,18
8470966,Mark Giordano,Mark Giordano,CAN,1983-10-03,72,202,L,D,55,10
8476873,Mark Jankowski,Mark Jankowski,CAN,1994-09-13,76,200,L,L,77,12
8480355,Mark Kastelic,Mark Kastelic,USA,1999-03-11,76,234,R,C,47,6
8473914,Mark Letestu,Mark Letestu,CAN,1985-02-04,70,195,R,C,22,52
8471419,Mark Mancari,Mark Mancari,CAN,1985-07-11,76,208,R,R,12,13
8476471,Mark McNeill,Mark McNeill,CAN,1993-02-22,74,214,R,C,62,6
8474705,Mark Olver,Mark Olver,CAN,1988-01-01,70,170,L,C,10,21
8475796,Mark Pysyk,Mark Pysyk,CAN,1992-01-11,73,205,R,D,43,20
8476460,Mark Scheifele,Mark Scheifele,CAN,1993-03-15,75,207,R,C,55,52
8475913,Mark Stone,Mark Stone,CAN,1992-05-13,75,210,R,R,61,54
8468309,Mark Streit,Mark Streit,CHE,1977-12-11,71,186,L,D,32,8
8470614,Mark Stuart,Mark Stuart,USA,1984-04-27,74,215,L,D,5,52
8474939,Mark Van Guilder,Mark Van Guilder,USA,1984-01-17,73,186,R,C,29,18
8475771,Mark Visentin,Mark Visentin,CAN,1992-08-07,74,201,L,G,29,53
8477448,Marko Dano,Marko Dano,SVK,1994-11-30,71,201,L,C,56,52
8476440,Markus Granlund,Markus Granlund,FIN,1993-04-16,72,180,L,C,60,22
8478541,Markus Hannikainen,Markus Hannikainen,FIN,1993-03-26,73,200,L,L,37,53
